Unnamed: 0,Venue,City,Country,Date,Year,State,Setlist,Set Opener,Latitude,Longitude
968,Irvine Meadows Amphitheater,Laguna Hills,USA,1987-04-19,1987,CA,"['mississippi half-step', ""franklin's tower"", 'new minglewood blues', 'ramble on rose', 'tons of steel', 'box of rain', 'cassidy', 'alabama getaway', 'promised land', 'china cat sunflower', 'i know you rider', 'man smart/woman smarter', 'black muddy river', 'i need a miracle', 'cumberland blues', 'drums', 'the other one', 'wharf rat', 'not fade away', 'not fade away', 'brokedown palace']",mississippi half-step,33.5948758,-117.6882067
969,Frost Amphitheater (Stanford U),Palo Alto,USA,1987-05-02,1987,CA,"['hell in a bucket', 'west l.a. fadeaway', 'beat it on down the line', 'stagger lee', 'little red rooster', 'dire wolf', 'far from me', 'jack straw', 'when push comes to shove', 'one more saturday night', 'china cat sunflower', 'i know you rider', ""playin' in the band"", 'terrapin station', 'drums', ""truckin'"", 'morning dew', 'around and around', 'turn on your love light', 'black muddy river']",hell in a bucket,37.4443293,-122.1598465
970,Frost Amphitheater (Stanford U),Palo Alto,USA,1987-05-03,1987,CA,"['touch of grey', 'promised land', 'row jimmy', 'peggy-o', 'good time blues', 'cassidy', ""don't ease me in"", 'iko iko', 'feel like a stranger', 'ship of fools', 'estimated prophet', 'drums', 'the other one', 'black peter', ""throwin' stones"", 'not fade away', 'not fade away', 'quinn the eskimo']",touch of grey,37.4443293,-122.1598465
971,Laguna Seca Raceway,Monterey,USA,1987-05-09,1987,CA,"['sugar magnolia', 'sugaree', 'me and my uncle', 'mexicali blues', 'when push comes to shove', 'tons of steel', 'my brother esau', 'tennessee jed', 'let it grow', 'touch of grey', 'looks like rain', ""he's gone"", 'drums', 'the wheel', 'the other one', 'wharf rat', 'around and around', 'sunshine daydream', 'iko iko']",sugar magnolia,36.2231079,-121.387742
972,Laguna Seca Raceway,Monterey,USA,1987-05-10,1987,CA,"['mississippi half-step', 'feel like a stranger', 'west l.a. fadeaway', 'new minglewood blues', 'row jimmy', 'box of rain', 'desolation row', ""don't ease me in"", 'hell in a bucket', 'scarlet begonias', 'fire on the mountain', 'man smart/woman smarter', 'drums', 'china doll', ""playin' in the band"", ""throwin' stones"", 'turn on your love light', 'not fade away', 'black muddy river']",mississippi half-step,36.2231079,-121.387742
973,Ventura County Fairgrounds,Ventura,USA,1987-06-12,1987,CA,"['jack straw', 'west l.a. fadeaway', 'mama tried', 'big river', 'candyman', 'my brother esau', 'bird song', 'desolation row', ""don't ease me in"", 'china cat sunflower', 'i know you rider', 'far from me', 'man smart/woman smarter', ""he's gone"", 'drums', 'the wheel', 'i need a miracle', 'black peter', 'around and around', ""good lovin'"", 'touch of grey']",jack straw,34.4458248,-119.0779359
974,Ventura County Fairgrounds,Ventura,USA,1987-06-13,1987,CA,"['mississippi half-step', ""walkin' blues"", 'row jimmy', 'masterpiece', 'when push comes to shove', 'cassidy', 'friend of the devil', 'let it grow', 'shakedown street', 'saint of circumstance', 'ship of fools', 'estimated prophet', 'eyes of the world', 'drums', 'the other one', 'morning dew', 'sugar magnolia', 'black muddy river']",mississippi half-step,34.4458248,-119.0779359
975,Ventura County Fairgrounds,Ventura,USA,1987-06-14,1987,CA,"['hell in a bucket', 'sugaree', 'tons of steel', 'ramble on rose', 'me and my uncle', 'mexicali blues', 'althea', 'feel like a stranger', 'might as well', 'scarlet begonias', 'fire on the mountain', ""playin' in the band"", 'terrapin station', 'drums', ""truckin'"", 'wharf rat', ""throwin' stones"", 'not fade away', 'quinn the eskimo']",hell in a bucket,34.4458248,-119.0779359
976,Greek Theater (U of California),Berkeley,USA,1987-06-19,1987,CA,"['touch of grey', 'little red rooster', 'cold rain and snow', 'mama tried', 'big river', 'brown eyed women', 'desolation row', 'when push comes to shove', 'music never stopped', 'bertha', 'greatest story ever told', 'it must have been the roses', 'samson and delilah', 'terrapin station', 'drums', 'i need a miracle', ""goin' down the road feelin' bad"", 'stella blue', 'turn on your love light', 'black muddy river']",touch of grey,37.8708393,-122.272863
977,Greek Theater (U of California),Berkeley,USA,1987-06-20,1987,CA,"['hell in a bucket', ""franklin's tower"", 'new minglewood blues', 'loser', 'my brother esau', 'bird song', 'iko iko', 'looks like rain', 'deal', 'drums', ""gimme some lovin'"", 'all along the watchtower', 'the wheel', 'the other one', 'wharf rat', 'sugar magnolia', 'one more saturday night']",hell in a bucket,37.8708393,-122.272863
978,Greek Theater (U of California),Berkeley,USA,1987-06-21,1987,CA,"['alabama getaway', 'promised land', 'west l.a. fadeaway', ""walkin' blues"", 'far from me', 'cumberland blues', 'mexicali blues', 'box of rain', ""don't ease me in"", 'man smart/woman smarter', 'crazy fingers', 'saint of circumstance', 'china doll', ""playin' in the band"", 'drums', 'masterpiece', 'black peter', ""throwin' stones"", 'not fade away', 'brokedown palace']",alabama getaway,37.8708393,-122.272863
979,Alpine Valley Music Theater,East Troy,USA,1987-06-26,1987,WI,"['feel like a stranger', ""franklin's tower"", ""walkin' blues"", 'row jimmy', 'tons of steel', 'when push comes to shove', 'cassidy', 'deal', 'china cat sunflower', 'i know you rider', 'estimated prophet', 'eyes of the world', 'drums', ""gimme some lovin'"", 'the wheel', 'all along the watchtower', 'black peter', 'around and around', 'sugar magnolia', 'touch of grey']",feel like a stranger,42.7851871,-88.4054374
980,Alpine Valley Music Theater,East Troy,USA,1987-06-27,1987,WI,"['iko iko', 'greatest story ever told', 'stagger lee', 'new minglewood blues', 'friend of the devil', ""tom thumb's blues"", 'west l.a. fadeaway', 'my brother esau', 'tennessee jed', 'let it grow', ""uncle john's band"", ""playin' in the band"", 'terrapin station', 'drums', ""truckin'"", 'the other one', 'wharf rat', 'turn on your love light', 'black muddy river']",iko iko,42.7851871,-88.4054374
981,Alpine Valley Music Theater,East Troy,USA,1987-06-28,1987,WI,"['hell in a bucket', 'sugaree', 'me and my uncle', 'mexicali blues', 'althea', 'little red rooster', 'bird song', 'jack straw', 'mississippi half-step', 'man smart/woman smarter', 'ship of fools', 'saint of circumstance', 'drums', 'i need a miracle', 'morning dew', ""throwin' stones"", 'not fade away', 'quinn the eskimo']",hell in a bucket,42.7851871,-88.4054374
982,Kingswood Music Theater,Toronto,Canada,1987-06-30,1987,,"['touch of grey', 'greatest story ever told', 'loser', 'new minglewood blues', 'candyman', 'mama tried', 'big river', 'ramble on rose', 'masterpiece', ""don't ease me in"", 'scarlet begonias', 'fire on the mountain', 'estimated prophet', 'eyes of the world', 'drums', 'spanish jam', 'the other one', 'china doll', 'dear mr. fantasy', 'around and around', ""good lovin'"", 'box of rain']",touch of grey,-21.2131807,-47.8074981
983,Silver Stadium,Rochester,USA,1987-07-02,1987,NY,"['hell in a bucket', 'bertha', ""walkin' blues"", 'dire wolf', 'my brother esau', 'when push comes to shove', 'tons of steel', 'me and my uncle', 'mexicali blues', 'brown eyed women', 'cassidy', 'deal', 'china cat sunflower', 'i know you rider', 'samson and delilah', 'looks like rain', ""he's gone"", 'drums', ""goin' down the road feelin' bad"", 'all along the watchtower', 'stella blue', 'sugar magnolia', 'black muddy river']",hell in a bucket,43.157285,-77.615214
984,Sullivan Stadium,Foxboro,USA,1987-07-04,1987,MA,"['touch of grey', 'hell in a bucket', 'west l.a. fadeaway', 'tons of steel', 'little red rooster', 'box of rain', 'althea', ""uncle john's band"", ""playin' in the band"", 'drums', ""truckin'"", 'the other one', 'wharf rat', ""throwin' stones"", ""times they are a-changin'"", 'man of peace', ""i'll be your baby tonight"", 'john brown', 'i want you', 'ballad of a thin man', 'stuck inside of mobile', 'queen jane approximately', 'chimes of freedom', ""slow train comin'"", 'joey', 'all along the watchtower', ""knockin' on heaven's door""]",touch of grey,42.0953545,-71.2616265
985,Pittsburgh Civic Arena,Pittsburgh,USA,1987-07-06,1987,PA,"['feel like a stranger', ""franklin's tower"", 'new minglewood blues', 'row jimmy', 'mama tried', 'big river', 'far from me', 'stagger lee', 'desolation row', ""don't ease me in"", 'shakedown street', 'samson and delilah', 'iko iko', 'banana boat song', 'man smart/woman smarter', 'drums', ""knockin' on heaven's door"", ""good lovin'"", 'johnny b. goode']",feel like a stranger,40.4406968,-80.0025666
986,Civic Center,Roanoke,USA,1987-07-07,1987,VA,"['funiculi funicula', 'mississippi half-step', ""walkin' blues"", 'candyman', 'my brother esau', 'when push comes to shove', 'me and my uncle', 'mexicali blues', 'bird song', 'promised land', 'west l.a. fadeaway', 'cumberland blues', 'looks like rain', 'eyes of the world', 'drums', 'the wheel', ""gimme some lovin'"", 'morning dew', 'turn on your love light', 'u.s. blues']",funiculi funicula,37.270973,-79.9414313
987,Civic Center,Roanoke,USA,1987-07-08,1987,VA,"['hell in a bucket', 'sugaree', ""it's all over now"", ""dupree's diamond blues"", 'good time blues', 'masterpiece', 'big railroad blues', 'let it grow', 'scarlet begonias', 'fire on the mountain', 'estimated prophet', ""he's gone"", 'drums', 'crazy fingers', ""truckin'"", 'comes a time', 'sugar magnolia', 'black muddy river']",hell in a bucket,37.270973,-79.9414313
988,JFK Stadium,Philadelphia,USA,1987-07-10,1987,PA,"['iko iko', 'jack straw', 'sugaree', 'new minglewood blues', 'althea', 'my brother esau', 'when push comes to shove', 'cassidy', 'china cat sunflower', 'i know you rider', 'looks like rain', 'terrapin station', 'drums', 'i need a miracle', 'black peter', 'around and around', 'one more saturday night', 'tangled up in blue', ""i'll be your baby tonight"", 'man of peace', 'frankie lee and judas priest', 'john brown', 'simple twist of fate', 'ballad of a thin man', 'stuck inside of mobile', 'chimes of freedom', 'queen jane approximately', 'gotta serve somebody', 'joey', 'all along the watchtower', 'touch of grey']",iko iko,39.9527237,-75.1635262
989,Giants Stadium (Meadowlands Sports Complex),East Rutherford,USA,1987-07-12,1987,NJ,"['hell in a bucket', 'west l.a. fadeaway', 'greatest story ever told', 'loser', 'tons of steel', 'step back', 'ramble on rose', 'masterpiece', 'when push comes to shove', 'promised land', 'bertha', 'morning dew', ""playin' in the band"", 'drums', 'the other one', 'stella blue', ""throwin' stones"", 'not fade away', ""slow train comin'"", 'stuck inside of mobile', 'tomorrow is a long time', 'highway 61', 'john brown', 'baby blue', 'ballad of a thin man', 'wicked messenger', 'queen jane approximately', 'chimes of freedom', 'joey', 'all along the watchtower', ""times they are a-changin'"", 'touch of grey', ""knockin' on heaven's door""]",hell in a bucket,40.833989,-74.0970865
990,Autzen Stadium (U of Oregon),Eugene,USA,1987-07-19,1987,OR,"['iko iko', 'feel like a stranger', ""franklin's tower"", 'new minglewood blues', 'peggy-o', 'addams family', 'masterpiece', 'west l.a. fadeaway', 'let it grow', ""gimme some lovin'"", ""playin' in the band"", ""he's gone"", 'spoonful', 'drums', 'the wheel', ""truckin'"", 'wharf rat', 'turn on your love light', ""maggie's farm"", 'dead man, dead man', 'watching the river flow', 'simple twist of fate', 'frankie lee and judas priest', 'stuck inside of mobile', 'heart of mine', 'baby blue', 'rainy day woman', 'queen jane approximately', 'ballad of a thin man', 'highway 61', 'tangled up in blue', 'touch of grey', 'all along the watchtower']",iko iko,44.0505054,-123.0950506
991,Oakland Coliseum,Oakland,USA,1987-07-24,1987,CA,"['funiculi funicula', 'jack straw', 'mississippi half-step', 'my brother esau', 'friend of the devil', 'me and my uncle', 'big river', 'when push comes to shove', 'far from me', 'cassidy', 'deal', 'hell in a bucket', 'scarlet begonias', ""playin' in the band"", 'drums', ""uncle john's band"", 'dear mr. fantasy', 'i need a miracle', 'bertha', 'sugar magnolia', ""times they are a-changin'"", 'man of peace', ""maggie's farm"", ""i'll be your baby tonight"", 'i want you', 'highway 61', 'baby blue', 'stuck inside of mobile', 'ballad of a thin man', 'shelter from the storm', ""slow train comin'"", ""knockin' on heaven's door"", 'touch of grey', 'all along the watchtower']",funiculi funicula,37.8044557,-122.271356
992,Anaheim Stadium,Anaheim,USA,1987-07-26,1987,CA,"['iko iko', 'new minglewood blues', 'tons of steel', 'west l.a. fadeaway', 'masterpiece', 'mexicali blues', 'bird song', 'promised land', 'shakedown street', 'looks like rain', 'terrapin station', 'drums', 'the other one', 'stella blue', ""throwin' stones"", 'not fade away', 'mr. tambourine man', 'dead man, dead man', ""maggie's farm"", 'simple twist of fate', 'watching the river flow', 'baby blue', 'chimes of freedom', 'queen jane approximately', 'stuck inside of mobile', 'ballad of a thin man', 'rainy day woman', 'gotta serve somebody', 'all along the watchtower', 'touch of grey', ""knockin' on heaven's door""]",iko iko,33.8347516,-117.911732
993,Red Rocks Amphitheater,Morrison,USA,1987-08-11,1987,CO,"['cold rain and snow', 'little red rooster', 'tons of steel', 'high time', 'masterpiece', 'when push comes to shove', 'let it grow', 'crazy fingers', 'samson and delilah', 'ship of fools', ""playin' in the band"", 'china doll', 'drums', 'all along the watchtower', ""goin' down the road feelin' bad"", 'around and around', 'sugar magnolia', 'black muddy river']",cold rain and snow,39.6535988,-105.191099
994,Red Rocks Amphitheater,Morrison,USA,1987-08-12,1987,CO,"['hell in a bucket', 'sugaree', 'good time blues', 'cumberland blues', 'mexicali blues', 'friend of the devil', 'my brother esau', 'bird song', 'music never stopped', 'china cat sunflower', 'i know you rider', 'man smart/woman smarter', 'terrapin station', 'drums', 'the other one', 'dear mr. fantasy', 'wharf rat', 'turn on your love light', 'quinn the eskimo']",hell in a bucket,39.6535988,-105.191099
995,Red Rocks Amphitheater,Morrison,USA,1987-08-13,1987,CO,"['big boss man', 'jack straw', 'row jimmy', ""it's all over now"", 'loser', 'cassidy', 'far from me', 'box of rain', ""uncle john's band"", 'estimated prophet', ""he's gone"", 'drums', 'the wheel', ""gimme some lovin'"", 'stella blue', ""throwin' stones"", 'not fade away', 'not fade away', 'touch of grey', ""knockin' on heaven's door""]",big boss man,39.6535988,-105.191099
996,Town Park,Telluride,USA,1987-08-15,1987,CO,"['feel like a stranger', ""franklin's tower"", 'new minglewood blues', 'candyman', 'me and my uncle', 'big river', 'tennessee jed', 'desolation row', 'deal', 'scarlet begonias', 'fire on the mountain', 'looks like rain', 'eyes of the world', 'drums', 'i need a miracle', 'bertha', 'morning dew', 'one more saturday night', 'baby blue']",feel like a stranger,37.9374939,-107.812285
997,Town Park,Telluride,USA,1987-08-16,1987,CO,"['mississippi half-step', 'little red rooster', 'iko iko', 'far from me', 'west l.a. fadeaway', 'masterpiece', 'big railroad blues', 'promised land', 'when push comes to shove', 'samson and delilah', ""he's gone"", 'drums', 'the other one', ""truckin'"", 'black peter', ""good lovin'"", 'touch of grey', 'brokedown palace']",mississippi half-step,37.9374939,-107.812285
998,Compton Terrace Amphitheater,Tempe,USA,1987-08-18,1987,AZ,"['hell in a bucket', 'sugaree', ""walkin' blues"", 'ramble on rose', 'my brother esau', 'peggy-o', 'greatest story ever told', 'bertha', 'crazy fingers', ""playin' in the band"", 'terrapin station', 'drums', 'dear mr. fantasy', 'wharf rat', ""throwin' stones"", 'turn on your love light', 'black muddy river']",hell in a bucket,33.4255117,-111.940016
999,Park West Ski Resort,Salt Lake City,USA,1987-08-20,1987,UT,"['big boss man', 'promised land', 'dire wolf', 'new minglewood blues', 'row jimmy', ""it's all over now"", 'loser', 'cassidy', 'when push comes to shove', 'china cat sunflower', 'i know you rider', 'man smart/woman smarter', 'ship of fools', ""truckin'"", ""smokestack lightnin'"", 'drums', 'the wheel', ""gimme some lovin'"", 'all along the watchtower', 'stella blue', 'sugar magnolia', 'quinn the eskimo']",big boss man,40.7596198,-111.886797
